generation; best; average; worst
515; 0.28971; 0.261039; 0.248751
516; 0.266733; 0.249351; 0.235764
517; 0.260739; 0.248651; 0.236763
518; 0.268731; 0.257842; 0.240759
519; 0.26973; 0.253746; 0.240759
520; 0.290709; 0.254446; 0.23976
521; 0.277722; 0.25005; 0.224775
522; 0.284715; 0.261638; 0.228771
523; 0.276723; 0.265734; 0.254745
524; 0.285714; 0.254645; 0.232767
525; 0.27972; 0.257243; 0.220779
526; 0.283716; 0.256743; 0.236763
527; 0.276723; 0.257343; 0.235764
528; 0.277722; 0.254246; 0.233766
529; 0.280719; 0.252448; 0.231768
530; 0.282717; 0.25974; 0.238761
531; 0.278721; 0.248751; 0.226773
532; 0.273726; 0.255644; 0.224775
533; 0.296703; 0.256444; 0.234765
534; 0.275724; 0.258142; 0.244755
535; 0.274725; 0.251748; 0.227772
536; 0.263736; 0.253047; 0.23976
537; 0.274725; 0.247652; 0.223776
538; 0.263736; 0.244955; 0.224775
539; 0.266733; 0.246354; 0.220779
540; 0.263736; 0.253546; 0.228771
541; 0.271728; 0.252048; 0.231768
542; 0.26973; 0.240859; 0.217782
543; 0.27972; 0.255245; 0.228771
544; 0.281718; 0.252647; 0.231768
545; 0.257742; 0.242957; 0.226773
546; 0.275724; 0.25035; 0.233766
547; 0.270729; 0.254446; 0.237762
548; 0.270729; 0.250549; 0.22977
549; 0.262737; 0.252348; 0.235764
550; 0.260739; 0.245055; 0.218781
551; 0.258741; 0.243057; 0.220779
552; 0.26973; 0.251748; 0.232767
553; 0.260739; 0.245155; 0.222777
554; 0.266733; 0.247053; 0.225774
555; 0.24975; 0.234466; 0.215784
556; 0.277722; 0.248352; 0.221778
557; 0.255744; 0.239361; 0.223776
558; 0.262737; 0.241259; 0.232767
559; 0.252747; 0.225375; 0.203796
560; 0.251748; 0.234965; 0.221778
561; 0.267732; 0.246354; 0.220779
562; 0.26973; 0.244755; 0.212787
563; 0.257742; 0.244056; 0.231768
564; 0.263736; 0.245155; 0.227772
565; 0.254745; 0.246753; 0.22977
566; 0.26973; 0.23956; 0.212787
567; 0.257742; 0.23986; 0.203796
568; 0.278721; 0.24965; 0.231768
569; 0.280719; 0.251848; 0.228771
570; 0.255744; 0.245355; 0.231768
571; 0.274725; 0.246753; 0.234765
572; 0.267732; 0.243656; 0.207792
573; 0.282717; 0.256943; 0.237762
574; 0.261738; 0.247153; 0.226773
575; 0.273726; 0.245055; 0.225774
576; 0.284715; 0.253047; 0.231768
577; 0.276723; 0.25954; 0.243756
578; 0.266733; 0.247153; 0.227772
579; 0.296703; 0.259341; 0.234765
580; 0.280719; 0.251249; 0.230769
581; 0.277722; 0.25974; 0.238761
582; 0.25974; 0.251349; 0.243756
583; 0.278721; 0.262138; 0.248751
584; 0.267732; 0.251149; 0.241758
585; 0.278721; 0.256344; 0.230769
586; 0.27972; 0.263037; 0.245754
587; 0.277722; 0.261938; 0.246753
588; 0.290709; 0.265934; 0.246753
589; 0.278721; 0.254346; 0.220779
590; 0.274725; 0.254845; 0.234765
591; 0.284715; 0.264036; 0.246753
592; 0.283716; 0.262737; 0.247752
593; 0.286713; 0.257742; 0.231768
594; 0.284715; 0.257343; 0.221778
595; 0.274725; 0.259441; 0.246753
596; 0.291708; 0.258941; 0.230769
597; 0.284715; 0.262637; 0.23976
598; 0.294705; 0.252847; 0.228771
599; 0.280719; 0.265035; 0.237762
600; 0.28971; 0.253047; 0.235764
601; 0.291708; 0.263536; 0.244755
602; 0.273726; 0.257642; 0.235764
603; 0.27972; 0.255644; 0.240759
604; 0.273726; 0.253047; 0.232767
605; 0.288711; 0.259441; 0.241758
606; 0.26973; 0.254046; 0.227772
607; 0.265734; 0.251548; 0.236763
608; 0.284715; 0.256244; 0.230769
609; 0.275724; 0.254446; 0.232767
610; 0.291708; 0.267732; 0.240759
611; 0.273726; 0.259141; 0.243756
612; 0.272727; 0.254845; 0.234765
613; 0.290709; 0.268831; 0.244755
614; 0.283716; 0.25954; 0.236763
615; 0.265734; 0.259241; 0.247752
616; 0.275724; 0.25045; 0.221778
617; 0.295704; 0.259341; 0.245754
618; 0.276723; 0.261339; 0.244755
619; 0.286713; 0.264336; 0.247752
620; 0.282717; 0.25984; 0.232767
621; 0.283716; 0.254346; 0.228771
622; 0.286713; 0.255245; 0.227772
623; 0.28971; 0.263437; 0.231768
624; 0.282717; 0.257842; 0.242757
625; 0.27972; 0.257143; 0.234765
626; 0.270729; 0.251848; 0.217782
627; 0.278721; 0.253347; 0.234765
628; 0.264735; 0.247952; 0.231768
629; 0.271728; 0.246753; 0.218781
630; 0.270729; 0.250949; 0.222777
631; 0.26973; 0.248951; 0.226773
632; 0.268731; 0.24995; 0.220779
633; 0.275724; 0.248352; 0.230769
634; 0.270729; 0.252947; 0.236763
635; 0.276723; 0.252348; 0.226773
636; 0.278721; 0.256643; 0.231768
637; 0.282717; 0.259341; 0.234765
638; 0.272727; 0.256144; 0.244755
639; 0.26973; 0.257942; 0.23976
640; 0.27972; 0.266833; 0.241758
641; 0.286713; 0.261938; 0.236763
642; 0.283716; 0.257742; 0.227772
643; 0.27972; 0.261538; 0.247752
644; 0.283716; 0.257642; 0.235764
645; 0.27972; 0.253646; 0.22977
646; 0.278721; 0.261538; 0.240759
647; 0.27972; 0.262138; 0.24975
648; 0.283716; 0.266733; 0.252747
649; 0.286713; 0.260739; 0.226773
650; 0.290709; 0.272727; 0.250749
651; 0.290709; 0.270529; 0.240759
652; 0.273726; 0.261638; 0.243756
653; 0.270729; 0.256144; 0.246753
654; 0.275724; 0.261439; 0.230769
655; 0.265734; 0.248651; 0.22977
656; 0.287712; 0.25974; 0.233766
657; 0.285714; 0.262038; 0.240759
658; 0.287712; 0.262737; 0.23976
659; 0.283716; 0.25035; 0.218781
660; 0.275724; 0.251748; 0.22977
661; 0.297702; 0.256543; 0.217782
662; 0.282717; 0.262438; 0.235764
663; 0.27972; 0.258641; 0.210789
664; 0.285714; 0.264735; 0.246753
665; 0.285714; 0.266134; 0.252747
666; 0.265734; 0.251648; 0.238761
667; 0.275724; 0.256843; 0.233766
668; 0.28971; 0.265834; 0.245754
669; 0.275724; 0.263137; 0.245754
670; 0.273726; 0.252647; 0.225774
671; 0.277722; 0.247952; 0.218781
672; 0.272727; 0.253247; 0.237762
673; 0.273726; 0.253447; 0.232767
674; 0.294705; 0.261239; 0.222777
675; 0.26973; 0.254945; 0.238761
676; 0.268731; 0.257842; 0.245754
677; 0.282717; 0.263037; 0.235764
678; 0.292707; 0.261638; 0.23976
679; 0.291708; 0.262637; 0.244755
680; 0.270729; 0.254645; 0.241758
681; 0.273726; 0.250549; 0.227772
682; 0.287712; 0.257742; 0.241758
683; 0.27972; 0.257842; 0.232767
684; 0.258741; 0.24955; 0.234765
685; 0.271728; 0.254845; 0.238761
686; 0.301698; 0.268432; 0.240759
687; 0.290709; 0.263836; 0.245754
688; 0.287712; 0.268831; 0.248751
689; 0.285714; 0.263736; 0.244755
690; 0.296703; 0.264236; 0.241758
691; 0.280719; 0.257942; 0.235764
692; 0.26973; 0.257542; 0.241758
693; 0.277722; 0.262038; 0.237762
694; 0.278721; 0.263736; 0.233766
695; 0.290709; 0.260739; 0.244755
696; 0.280719; 0.258841; 0.224775
697; 0.270729; 0.247952; 0.227772
